link,title,description,cleaned_description
https://www.bbc.com/news/articles/c4n1wze72kdo,Afghanistan: Hundreds feared dead in Baghlan and Takhar flooding,"More than 100 people are injured, according to officials, as torrents of water sweep through entire villages.",more than  people are injured according to officials as torrents of water sweep through entire villages
https://www.bbc.com/news/world-asia-india-68767574,Arvind Kejriwal: India court grants bail to Delhi leader,The Delhi chief minister was arrested in March in a corruption case - he denies the allegations.,the delhi chief minister was arrested in march in a corruption case  he denies the allegations
https://www.bbc.com/news/world-asia-china-68982645,Domestic tourism soars in China but foreigners stay away,Foreign visitor numbers are sharply down amid concerns about the political environment.,foreign visitor numbers are sharply down amid concerns about the political environment
https://www.bbc.com/news/world-asia-india-68982352,India election: Modi's divisive campaign rhetoric raises questions,The Indian PM's remarks against Muslims on the election trail have puzzled many. What is going on?,the indian pms remarks against muslims on the election trail have puzzled many what is going on
https://www.bbc.com/news/uk-68994265,Watch: Northern Lights captured glowing over Europe,"Time-lapse videos show swirls of green, pink and scarlet moving across and lighting up the night sky.",timelapse videos show swirls of green pink and scarlet moving across and lighting up the night sky
https://www.bbc.com/reel/video/p0hwrqms/a-visit-to-one-of-antarctica-s-stunning-penguin-colonies,A visit to one of Antarctica's stunning penguin colonies,Marc Cieslak finds out how gentoo penguins are adapting to a warming climate.,marc cieslak finds out how gentoo penguins are adapting to a warming climate
https://www.bbc.com/news/world-us-canada-68994032,Israeli ambassador shreds UN charter with tiny shredder,Gilad Erdan condemned the passing of a resolution enhancing Palestine's rights within the organisation.,gilad erdan condemned the passing of a resolution enhancing palestines rights within the organisation
https://www.bbc.com/news/world-us-canada-68987628,What to expect from Michael Cohen at Trump's hush-money trial,"The BBC's Nada Tawfik looks ahead to Monday, when Donald Trump's former lawyer witll take the stand.",the bbcs nada tawfik looks ahead to monday when donald trumps former lawyer witll take the stand
https://www.bbc.com/news/videos/cnl4nrl5qlro,Red squirrels: Island fights back invasion by their grey cousins,A conservationist is on a mission to keep a Welsh island a sanctuary for native red squirrels.,a conservationist is on a mission to keep a welsh island a sanctuary for native red squirrels
https://www.bbc.com/culture/article/20240510-abba-was-somewhat-of-a-dirty-word-how-the-pop-bands-1974-eurovision-win-divided-sweden,'Abba was somewhat of a dirty word': How the pop band's 1974 Eurovision win divided Sweden,"Fifty years ago, Abba was triumphant at Eurovision – but a new documentary shows just how bittersweet that victory was.",fifty years ago abba was triumphant at eurovision  but a new documentary shows just how bittersweet that victory was
https://www.bbc.com/news/articles/c99z7wwq1lgo,How crops are being disaster-proofed,Scientists are creating hardier crops by cross-breeding wild varities and tweaking crop genes.,scientists are creating hardier crops by crossbreeding wild varities and tweaking crop genes
https://www.bbc.com/news/world-middle-east-68994849,Palestinian envoy to UN: Israel plans to destroy and displace,Palestinian ambassador to the UN Riyad Mansour details the impact of the war in Gaza on his people.,palestinian ambassador to the un riyad mansour details the impact of the war in gaza on his people
https://www.bbc.com/news/world-middle-east-68983650,UN general assembly calls on Security Council to admit Palestine as member,"Passing the resolution is seen as symbolic, as the US is likely to use its veto in the Security Council.",passing the resolution is seen as symbolic as the us is likely to use its veto in the security council
https://www.bbc.com/news/articles/c6pyv8q94g1o,Ukraine says it repelled Russian bid to cross border,"The attempt came during an attack on a town in the northeastern Kharkiv region, says the military.",the attempt came during an attack on a town in the northeastern kharkiv region says the military
https://www.bbc.com/news/articles/c4n1j0l8111o,Zelensky fires head of bodyguard after failed plot,No reason was given for Serhiy Rud's dismissal. He has led the president's security detail since 2019.,no reason was given for serhiy ruds dismissal he has led the presidents security detail since 
https://www.bbc.com/news/world-middle-east-68981084,Marjorie Taylor Greene defiant after failing to remove House Speaker Mike Johnson,The House killed the far-right Republican's motion to remove Mike Johnson over support for Ukraine aid.,the house killed the farright republicans motion to remove mike johnson over support for ukraine aid
https://www.bbc.com/news/world-us-canada-68996062,"Thousands told to evacuate due to British Columbia, Canada wildfire","Fort McMurray residents in neighbouring Alberta, Canada are also under an evacuation alert due to a blaze.",fort mcmurray residents in neighbouring alberta canada are also under an evacuation alert due to a blaze
https://www.bbc.com/news/world-us-canada-68992372,Steve Bannon may soon head to prison after appeal fails,He was convicted in 2022 for not co-operating with a congressional committee probing the capitol riot.,he was convicted in  for not cooperating with a congressional committee probing the capitol riot
https://www.bbc.com/news/science-environment-68991593,Nasa shows what it's like inside a black hole,A black hole is a region of space with such strong gravity not even light can escape.,a black hole is a region of space with such strong gravity not even light can escape
https://www.bbc.com/news/world-australia-68989354,"Australia tries to stop a violence against women 'epidemic', starting with schools","As the nation reels from the Bondi Junction stabbings, what can be done to shift behaviour?",as the nation reels from the bondi junction stabbings what can be done to shift behaviour
https://www.bbc.com/sport/cricket/articles/cne93vemvreo,"T20 World Cup 2024: Full squads including England, India & Australia - BBC Sport",Look at who each of the 20 teams involved in the 2024 Men's T20 World Cup have named in their squads. ,look at who each of the  teams involved in the  mens t world cup have named in their squads 
https://www.bbc.com/news/articles/cjq5gky4e5no,Australia commits to gas beyond 2050 despite climate warnings,The policy comes despite global calls to drastically phase out fossil fuels to reach climate targets.,the policy comes despite global calls to drastically phase out fossil fuels to reach climate targets
https://www.bbc.com/news/world-australia-68967350,"Mexico surfer deaths: Man charged confessed to girlfriend, court told",Australian brothers Jake and Callum Robinson and their US friend Jack Carter Rhoad disappeared last month.,australian brothers jake and callum robinson and their us friend jack carter rhoad disappeared last month
https://www.bbc.com/news/uk-68995042,Northern Lights: How to see them in the UK tonight,"Missed the Northern lights last night? Don't worry, there will be another opportunity to see them tonight. Here's how.",missed the northern lights last night dont worry there will be another opportunity to see them tonight heres how
https://www.bbc.com/news/articles/cgrwjr2n5lko,Islanders dazzled by Northern Lights in Jersey and Guernsey ,The lights became visible after one of Earth's strongest geomagnetic storms to date.,the lights became visible after one of earths strongest geomagnetic storms to date
https://www.bbc.com/news/uk-politics-68995187,"What could go wrong for Keir Starmer? A lot actually, Laura Kuenssberg writes",Labour's leadership is bouncing - but there are plenty of potential pitfalls between Starmer and No 10.,labours leadership is bouncing  but there are plenty of potential pitfalls between starmer and no 
https://www.bbc.com/news/uk-politics-68994326,"Chris Mason: Sunak, Starmer and their small boats row","The issue of people crossing the Channel is so contested, even the terminology of the topic is disputed.",the issue of people crossing the channel is so contested even the terminology of the topic is disputed
https://www.bbc.com/news/articles/cjq5jy0e593o,South Africa election 2024: Constitutional Court hears Jacob Zuma election challenge,The electoral body says the ex-president's conviction for contempt of court means he should be barred.,the electoral body says the expresidents conviction for contempt of court means he should be barred
https://www.bbc.com/news/articles/c6pyvxj5jv6o,Nigerian singer Tiwa Savage on new film Water & Garri: I always wanted to be an actor,Nigerian singer Tiwa Savage talks to the BBC about her acting debut in the film Water & Garri.,nigerian singer tiwa savage talks to the bbc about her acting debut in the film water  garri
https://www.bbc.com/news/world-africa-68987156,‘The Invictus Games shows me I am not alone’,A Nigerian soldier finds friends and familiar stories when he starts competing in para-sport.,a nigerian soldier finds friends and familiar stories when he starts competing in parasport
https://www.bbc.com/sport/football/live/czq5yvwwjgnt?src_origin=BBCS_BBC,"Premier League LIVE: Fulham vs Man City, Tottenham vs Burnley & Nottingham Forest vs Chelsea - score, text updates & commentary - BBC Sport","Follow live score updates as Man City face Fulham as they push on in the title race, Tottenham play Burnley as they look for a a Champions League spot, plus action from six more games.",follow live score updates as man city face fulham as they push on in the title race tottenham play burnley as they look for a a champions league spot plus action from six more games
https://www.bbc.com/news/articles/cv2j0v237vko,Grünheide: Tesla factory protesters clash with police in Germany,Protesters opposed to the expansion of the site have clashed with police. ,protesters opposed to the expansion of the site have clashed with police 
https://www.bbc.com/news/business-68983741,UK exits recession with fastest growth in two years,The economy grew by a stronger than expected 0.6% in the first three months of the year.,the economy grew by a stronger than expected  in the first three months of the year
https://www.bbc.com/news/articles/cmm3gzz1dj3o,Sunak says it'll take time for people to feel better,"The prime minister says ""there is more work to do"" as the UK emerges from recession. ",the prime minister says there is more work to do as the uk emerges from recession 
https://www.bbc.com/news/articles/cpwg2gv3vp5o,Weekday weddings thrive amid rising costs,More couples are choosing to get married on a weekday in order to save money.,more couples are choosing to get married on a weekday in order to save money
https://www.bbc.com/news/technology-68994263,Ros Atkins on... How different countries protect children online,BBC Analysis editor Ros Atkins looks at what what is being done to prevent minors seeing harmful content.,bbc analysis editor ros atkins looks at what what is being done to prevent minors seeing harmful content
https://www.bbc.com/news/technology-68972855,Test-at-home kit for cancer patients approved for use,Patients say the device allows them to reduce the number of hospital visits involved in cancer care.,patients say the device allows them to reduce the number of hospital visits involved in cancer care
https://www.bbc.com/news/world-europe-68993224,Police and protesters clash at Tesla's Berlin factory,Activists were protesting against plans to expand the factory in Grünheide - Tesla's only manufacturing location in Europe.,activists were protesting against plans to expand the factory in grnheide  teslas only manufacturing location in europe
https://www.bbc.com/news/articles/cq5n7e8z73lo,Succession star Brian Cox: 'I've lost my anonymity',Actor Brian Cox is up for a Bafta TV Award alongside several fellow Scots.,actor brian cox is up for a bafta tv award alongside several fellow scots
https://www.bbc.com/sport/cricket/articles/cd18v7qjl8vo,England v Pakistan: Hosts overcome early collapse to win by 53 runs - BBC Sport,England overcome an early batting collapse to complete a comfortable 53-run win over Pakistan in the first T20 at Edgbaston.,england overcome an early batting collapse to complete a comfortable run win over pakistan in the first t at edgbaston
https://www.bbc.com/sport/rugby-union/articles/cjewve85yqlo,Premiership Women's Rugby: Exeter win at Trailfinders to book semi-final spot  - BBC Sport,Exeter Chiefs book their spot in the Premiership Women's Rugby semi-finals after defeating Trailfinders 40-10.,exeter chiefs book their spot in the premiership womens rugby semifinals after defeating trailfinders 
https://www.bbc.com/sport/rugby-union/articles/cglv6724r21o,Premiership: Bristol Bears 20-41 Saracens - double for Maro Itoje - BBC Sport,Maro Itoje scores twice as Saracens take a big step to reaching the play-offs as they beat in-form Bristol 41-20. ,maro itoje scores twice as saracens take a big step to reaching the playoffs as they beat inform bristol  
https://www.bbc.com/news/articles/c4n104z0xklo,African penguin: South African conservationists take legal action to save endangered species,"Every year there are fewer African penguins and soon there may be none at all, scientists warn.",every year there are fewer african penguins and soon there may be none at all scientists warn
https://www.bbc.com/news/articles/c1ej1kk0d88o,Spectacular Northern Lights stun UK,"A rare solar storm made the aurora borealis visible across the UK, including across the south.",a rare solar storm made the aurora borealis visible across the uk including across the south
https://www.bbc.com/news/health-68992772,Smoking ban: Why are young people still taking up smoking?,Hundreds of young people in the UK take their first puff each day. Is that why a ban is planned?,hundreds of young people in the uk take their first puff each day is that why a ban is planned
https://www.bbc.com/travel/article/20240504-guacachile-a-time-honoured-guacamole-lookalike,Guacachile: A time-honoured guacamole lookalike,"Known in Mexico as ""fake guacamole"", guacachile is a silky, delicious sauce made with just four ingredients – not including avocados. Can diners tell the difference?",known in mexico as fake guacamole guacachile is a silky delicious sauce made with just four ingredients  not including avocados can diners tell the difference
https://www.bbc.com/travel/article/20240426-from-ancient-egypt-to-roman-britain-brewers-are-reviving-beers-from-the-past,"From Ancient Egypt to Roman Britain, brewers are reviving beers from the past","Beer archaeologists are peering back millennia to recreate brews from ancient Egypt, Greece and Rome using ancient methods and ingredients.",beer archaeologists are peering back millennia to recreate brews from ancient egypt greece and rome using ancient methods and ingredients
https://www.bbc.com/travel/article/20240421-matzah-ball-soup-a-new-take-on-a-jewish-classic,Matzah ball soup: a new take on a Jewish classic,"To embrace her Jewish heritage and Mexican upbringing, Fany Gerson adds spicy chillies, avocado, coriander and lime to her matzah ball soup – a perfect twist for a Passover Seder.",to embrace her jewish heritage and mexican upbringing fany gerson adds spicy chillies avocado coriander and lime to her matzah ball soup  a perfect twist for a passover seder
https://www.bbc.com/travel/article/20240418-the-ingenious-wines-birthed-from-black-volcanic-craters,The ingenious wines birthed from black volcanic craters,"In Spain's Lanzarote Island, conical hollows built into layers of volcanic ash yield wines that have been created from generations of ingenuity and hard work.",in spains lanzarote island conical hollows built into layers of volcanic ash yield wines that have been created from generations of ingenuity and hard work
https://www.bbc.com/travel/article/20240510-siquijor-a-paradise-island-with-a-reputation-for-witchcraft,Siquijor: A paradise island with a reputation for witchcraft,"The remote island of Siquijor is unique – not only in the Philippines, but the whole of South East Asia, renowned since ancient times as a centre of witchcraft, magic and folk healing.",the remote island of siquijor is unique  not only in the philippines but the whole of south east asia renowned since ancient times as a centre of witchcraft magic and folk healing
https://www.bbc.com/travel/article/20240508-a-solution-for-working-parents-who-want-to-travel,A solution for working parents who want to travel,The Travelling Village is an ambitious new experiment uniting 19 digital nomad families for a four-month co-living and co-travelling journey across the world.,the travelling village is an ambitious new experiment uniting  digital nomad families for a fourmonth coliving and cotravelling journey across the world
https://www.bbc.com/travel/article/20240508-celebrity-chef-alexandre-mazzias-favourite-ways-to-enjoy-marseille-during-the-olympics-and-beyond,Celebrity chef Alexandre Mazzia's favourite ways to enjoy Marseille during the Olympics and beyond,"Michelin-starred chef Alexandre Mazzia will be a torchbearer when the Paris 2024 Olympics kick off in his hometown of Marseille. Here is his guide to the city, from sunsets to seafood.",michelinstarred chef alexandre mazzia will be a torchbearer when the paris  olympics kick off in his hometown of marseille here is his guide to the city from sunsets to seafood
https://www.bbc.com/travel/article/20240508-labyrinth-walking-an-ancient-activity-that-could-help-ease-anxiety,Labyrinth walking: An ancient activity that could help ease anxiety,Walking labyrinths has become an increasingly popular global method of reducing stress by integrating the mind and the body.,walking labyrinths has become an increasingly popular global method of reducing stress by integrating the mind and the body
https://shop.bbc.com/,"BBC Shop
– BBC Shop US","The Best of British TV and Culture. Celebrate your favourite shows: Doctor Who, Top Gear, Sherlock, and many more! Shop bestselling DVDs, Blu-rays and merchandise direct from the BBC Shop.",the best of british tv and culture celebrate your favourite shows doctor who top gear sherlock and many more shop bestselling dvds blurays and merchandise direct from the bbc shop
https://www.bbc.co.uk/usingthebbc/terms,A few rules for us and you - Using the BBC,We want everyone to enjoy the BBC. But there are a few rules to stick to.,we want everyone to enjoy the bbc but there are a few rules to stick to
https://www.bbc.co.uk/aboutthebbc,Learn more about what we do,Everything you need to know about the workings of the BBC,everything you need to know about the workings of the bbc
https://www.bbc.com/usingthebbc/privacy/,Keeping your info safe and sound,We take your privacy very seriously. And so should you.,we take your privacy very seriously and so should you
https://www.bbc.com/usingthebbc/cookies/,Take control of your cookies,Cookies help us remember you and show you more things we think you’ll like. ,cookies help us remember you and show you more things we think youll like 
https://www.bbc.com/advertisingcontact,"BBC Advertising Sales Contact - Breaking News, World News, U.S. News, Sports, Business, Innovation, Climate, Culture, Travel, Video & Audio","Visit BBC for trusted reporting on the latest world and U.S. news, sports, business, climate, innovation, culture and much more.",visit bbc for trusted reporting on the latest world and us news sports business climate innovation culture and much more
